"epoch_mjd","a","e","i","om","w","ma"
60400,5.207,0.0859,6.12,96.48,262.57,102.79
60400,5.26,0.0947,7.61,181.55,239.48,34.56
60400,5.274,0.0580,5.03,331.43,132.70,353.57
60400,5.236,0.0733,9.57,62.90,345.84,60.50
60400,5.114,0.0771,17.27,27.07,63.18,25.01
60400,5.214,0.0343,12.34,39.34,307.18,112.68
60400,5.143,0.0505,11.02,50.60,16.38,69.58
60400,5.237,0.0159,12.95,47.91,312.90,112.44
60400,5.191,0.0885,8.21,12.38,65.45,49.18
60400,5.226,0.0284,11.59,70.07,295.83,124.59
60400,5.319,0.0353,14.69,44.53,61.94,354.48
60400,5.304,0.0404,22.32,55.67,76.11,348.07
60400,5.235,0.0573,5.61,171.70,239.77,53.20
60400,5.207,0.0580,6.70,73.91,338.21,79.77
60400,5.256,0.0863,21.47,39.20,15.06,60.36
60400,5.284,0.0791,6.03,245.30,210.00,22.67
60400,5.261,0.1688,10.59,40.49,39.94,31.59
60400,5.175,0.0462,8.52,75.62,275.51,140.86
60400,5.162,0.0548,12.08,48.24,349.48,103.56
60400,5.259,0.0500,5.92,71.41,347.33,76.78
60400,5.14,0.0562,27.09,4.03,73.36,50.43
60400,5.249,0.0733,8.68,115.04,275.07,98.11
60400,5.294,0.0839,20.05,169.39,290.37,4.48
60400,5.107,0.0593,9.84,114.26,325.86,37.37
60400,5.316,0.0591,3.26,62.34,329.62,59.10
60400,5.17,0.0234,15.61,65.83,337.36,77.33
60400,5.163,0.0858,7.15,95.65,331.75,39.14
60400,5.206,0.0128,5.56,292.46,89.98,71.89
60400,5.117,0.0588,13.09,77.97,327.31,58.65
60400,5.235,0.0491,9.52,50.90,64.44,356.12
60400,5.259,0.0458,9.14,64.98,351.27,52.56
60400,5.231,0.0574,10.02,116.02,2.60,4.75
60400,5.234,0.0547,10.16,69.91,349.70,51.11
60400,5.287,0.0779,8.43,112.99,1.73,359.58
60400,5.303,0.0568,8.59,82.75,34.17,348.53
60400,5.287,0.0708,8.72,94.32,299.49,72.05
60400,5.176,0.0515,11.23,253.98,210.31,343.70
60400,5.173,0.0474,7.54,314.31,198.70,330.43
60400,5.21,0.0585,5.68,238.13,196.96,50.18
60400,5.184,0.0902,8.79,76.87,351.35,24.95
60400,5.187,0.0682,23.17,125.60,277.40,88.38
60400,5.35,0.0533,30.48,348.73,77.13,35.22
60400,5.193,0.0851,1.44,285.10,23.24,53.91
60400,5.264,0.0334,6.50,35.97,271.14,162.08
60400,5.197,0.0324,11.42,129.68,260.73,78.52
60400,5.164,0.0932,12.77,127.95,314.28,25.01
60400,5.283,0.0697,8.55,264.41,182.14,12.88
60400,5.139,0.1943,2.66,102.69,15.17,357.28
60400,5.201,0.0697,10.00,296.60,172.74,358.94
60400,5.244,0.0864,9.95,166.12,259.18,41.84
60400,5.122,0.0492,18.60,95.10,15.65,356.31
60400,5.18,0.0718,5.89,71.84,355.72,27.82
60400,5.21,0.0616,9.12,339.51,253.10,233.03
60400,5.122,0.0684,2.08,41.06,41.96,18.67
60400,5.277,0.0700,8.43,121.45,338.30,6.00
60400,5.179,0.0274,4.43,27.25,242.24,208.58
60400,5.197,0.1048,3.36,103.21,13.02,3.69
60400,5.184,0.0382,11.06,135.48,346.03,5.64
60400,5.281,0.0905,22.68,334.95,104.74,29.50
60400,5.189,0.0777,9.85,121.04,1.88,357.25
60400,5.286,0.0367,9.95,122.71,305.11,38.95
60400,5.163,0.1819,7.30,203.84,278.87,349.43
60400,5.258,0.0736,15.35,327.15,20.98,129.92
60400,5.3,0.1004,12.92,142.22,280.31,58.62
60400,5.187,0.0396,12.10,149.34,282.38,63.37
60400,5.197,0.1058,12.45,132.91,357.18,334.37
60400,5.253,0.0510,3.69,78.50,351.84,47.23
60400,5.226,0.1287,6.19,180.41,280.86,15.90
60400,5.121,0.0334,8.18,285.61,118.43,80.03
60400,5.197,0.0985,2.01,226.88,237.48,15.49
60400,5.198,0.0714,7.55,264.26,126.06,92.51
60400,5.184,0.1105,4.52,156.62,287.94,12.12
60400,5.202,0.0755,27.26,0.40,26.09,112.99
60400,5.232,0.0287,6.23,123.64,79.88,302.03
60400,5.24,0.0606,23.21,176.94,295.39,11.38
60400,5.205,0.0414,32.47,165.02,357.04,295.70
60400,5.233,0.0769,15.22,193.90,233.74,47.34
60400,5.16,0.0438,9.09,176.86,286.06,28.12
60400,5.236,0.0749,10.41,204.57,200.86,83.23
60400,5.263,0.1089,20.52,211.11,250.22,23.04
60400,5.175,0.0547,10.60,21.05,21.79,65.42
60400,5.23,0.1178,8.06,121.36,343.14,9.20
60400,5.277,0.0270,3.39,265.64,228.69,11.47
60400,5.182,0.0926,17.79,247.18,195.30,50.44
60400,5.199,0.0435,16.00,260.17,179.33,55.62
60400,5.173,0.1108,8.39,253.29,170.48,49.87
60400,5.23,0.1178,18.27,90.96,330.25,42.93
60400,5.172,0.0429,36.64,75.97,351.45,27.00
60400,5.214,0.1158,13.56,119.13,357.07,7.58
60400,5.201,0.0582,6.62,345.44,88.83,49.73
60400,5.212,0.1205,11.57,76.83,350.23,66.90
60400,5.227,0.0588,10.67,142.27,283.37,67.75
60400,5.178,0.0654,9.09,310.34,100.49,70.79
60400,5.184,0.0454,8.49,304.15,109.69,72.46
60400,5.24,0.0151,7.65,158.80,44.68,285.05
60400,5.204,0.0759,4.37,190.06,267.79,40.61
60400,5.181,0.0802,7.55,28.05,89.91,11.16
60400,5.172,0.1420,6.31,183.94,274.29,11.00
60400,5.131,0.0126,6.81,105.01,286.00,108.27
60400,5.271,0.0372,3.41,73.74,309.11,84.75
60400,5.202,0.0737,7.17,10.80,93.06,19.06
60400,5.149,0.0579,20.06,145.48,32.00,289.50
60400,5.249,0.0705,9.71,144.15,261.00,59.51
60400,5.104,0.0198,1.17,325.66,140.96,17.46
60400,5.207,0.0858,4.04,151.16,286.64,8.37
60400,5.205,0.1774,8.40,126.41,257.01,92.20
60400,5.277,0.0504,5.10,97.45,174.31,77.94
60400,5.247,0.0917,24.05,36.54,11.12,74.02
60400,5.125,0.0519,20.29,72.24,62.32,340.51
60400,5.255,0.0213,18.64,5.89,335.40,115.18
60400,5.295,0.1064,4.01,143.36,321.56,356.04
60400,5.145,0.0099,16.52,56.55,135.02,302.13
60400,5.163,0.0932,8.44,112.71,252.92,97.55
60400,5.2,0.0965,21.53,15.96,77.13,1.79
60400,5.129,0.0253,12.04,55.57,337.13,76.95
60400,5.103,0.0850,8.64,78.44,321.90,68.88
60400,5.157,0.0876,13.52,40.53,116.50,307.88
60400,5.148,0.0576,8.62,126.11,42.84,308.07
60400,5.192,0.0738,10.00,26.35,113.51,335.75
60400,5.13,0.0157,8.49,75.80,57.90,336.22
60400,5.203,0.0583,6.19,102.58,265.23,95.88
60400,5.103,0.0975,18.55,171.60,288.48,14.04
60400,5.116,0.0715,7.41,21.86,44.14,34.63
60400,5.259,0.0705,9.95,67.62,334.11,66.41
60400,5.222,0.0427,24.24,117.24,279.33,83.63
60400,5.129,0.0814,7.14,102.00,232.78,1.48
60400,5.191,0.0385,5.52,99.91,294.47,90.10
60400,5.222,0.1027,9.39,103.01,322.56,60.99
60400,5.233,0.0538,30.35,46.57,238.34,56.28
60400,5.237,0.0661,13.46,195.88,177.16,320.04
60400,5.208,0.1533,10.09,160.21,334.09,201.19
60400,5.253,0.0548,20.07,150.24,107.15,78.39
60400,5.152,0.0366,9.54,22.40,11.14,274.43
60400,5.148,0.0638,27.27,207.71,187.16,316.82
60400,5.14,0.0486,11.48,206.34,129.41,348.06
60400,5.165,0.0210,8.33,137.49,19.98,337.28
60400,5.28,0.0578,20.62,7.52,29.35,89.73
60400,5.191,0.1280,16.60,218.86,137.16,335.02
60400,5.115,0.0076,2.76,203.91,169.93,308.45
60400,5.227,0.0305,17.92,66.84,188.89,78.91
60400,5.188,0.0386,10.83,90.93,284.60,332.48
60400,5.294,0.0546,23.40,66.07,214.81,49.43
60400,5.214,0.0542,18.31,145.64,235.81,307.18
60400,5.146,0.0543,28.04,228.20,61.82,57.86
60400,5.142,0.0857,7.86,300.44,353.40,35.81
60400,5.167,0.0527,7.05,72.35,254.49,26.43
60400,5.202,0.0123,21.84,13.50,188.11,126.15
60400,5.164,0.0553,6.11,92.09,332.77,276.11
60400,5.227,0.0544,11.15,204.93,201.04,301.71
60400,5.225,0.0888,5.70,1.37,52.78,282.37
60400,5.178,0.0566,15.57,69.28,303.72,330.09
60400,5.191,0.0309,33.16,103.80,238.08,17.16
60400,5.199,0.0741,14.85,282.42,196.36,226.62
60400,5.132,0.0152,19.29,124.14,279.88,317.85
60400,5.237,0.0663,12.74,124.05,1.37,213.55
60400,5.301,0.0374,25.80,124.59,151.65,59.67
60400,5.243,0.0468,19.96,128.03,278.65,284.82
60400,5.253,0.0779,4.74,293.87,248.86,178.89
60400,5.379,0.0411,1.49,42.13,312.63,349.98
60400,5.135,0.0422,10.91,328.64,32.18,325.82
60400,5.171,0.0899,34.96,145.80,155.23,42.46
60400,5.163,0.0247,21.39,143.29,146.37,46.67
60400,5.179,0.0452,17.78,313.28,118.51,258.92
60400,5.278,0.0154,4.00,247.55,197.92,257.86
60400,5.12,0.0400,28.20,165.08,195.46,330.68
60400,5.155,0.0468,16.37,177.47,44.72,117.34
60400,5.186,0.0618,10.54,21.54,81.44,247.43
60400,5.236,0.0832,18.10,19.54,148.60,178.03
60400,5.163,0.0746,7.49,7.69,68.76,279.18
60400,5.159,0.0537,17.58,27.83,244.39,76.08
60400,5.249,0.0376,31.48,148.17,132.56,88.91
60400,5.193,0.0914,7.65,71.94,171.81,112.51
60400,5.276,0.0525,5.38,87.66,221.05,25.95
60400,5.212,0.0740,12.99,76.10,176.81,93.40
60400,5.209,0.0440,25.71,60.34,306.85,341.54
60400,5.164,0.1449,13.79,207.98,65.37,70.63
60400,5.268,0.0855,6.27,72.86,201.11,67.61
60400,5.313,0.0333,19.38,189.03,337.73,175.06
60400,5.193,0.0376,42.52,53.81,243.58,49.69
60400,5.225,0.0690,9.96,74.88,244.81,34.59
60400,5.182,0.0454,13.60,106.38,5.25,237.33
60400,5.244,0.0433,22.56,209.72,90.42,53.34
60400,5.192,0.1245,15.23,68.81,249.21,22.52
60400,5.198,0.1433,22.56,55.30,231.01,47.48
60400,5.177,0.0778,20.95,65.17,316.59,307.84
60400,5.15,0.0908,18.34,153.66,112.49,73.65
60400,5.203,0.1512,34.55,120.12,155.68,72.45
60400,5.187,0.0763,29.75,173.28,143.33,26.00
60400,5.238,0.0411,10.91,277.35,321.68,102.65
60400,5.248,0.0608,20.52,306.04,38.85,13.09
60400,5.219,0.1440,21.11,245.60,33.83,83.85
60400,5.139,0.0543,26.94,270.76,33.86,39.57
60400,5.262,0.0793,29.08,307.01,5.76,36.46
60400,5.207,0.1391,20.94,268.18,33.13,46.14
60400,5.227,0.0594,7.12,256.49,64.66,30.27
60400,5.24,0.1224,13.60,294.43,331.66,58.44
60400,5.148,0.0531,10.44,283.54,344.35,92.65
60400,5.205,0.0938,4.76,299.45,39.76,13.96
60400,5.305,0.0676,5.92,350.13,2.05,13.72
60400,5.211,0.0788,22.39,264.98,39.83,48.92
60400,5.254,0.0687,17.06,283.46,309.22,115.95
60400,5.168,0.0711,28.00,345.83,74.48,304.56
60400,5.196,0.0764,9.84,210.87,156.03,337.44
60400,5.184,0.0794,10.73,213.63,118.88,10.51
60400,5.141,0.0952,21.34,113.96,255.63,337.80
60400,5.173,0.0365,11.16,34.37,331.43,350.21
60400,5.287,0.0326,3.92,85.61,291.55,332.77
60400,5.148,0.0778,4.76,41.58,233.99,82.26
60400,5.198,0.0609,3.63,186.52,182.79,345.67
60400,5.171,0.0770,3.34,330.78,349.02,38.40
60400,5.152,0.0591,13.99,236.48,149.25,340.02
60400,5.209,0.0581,4.38,261.63,318.66,140.50
60400,5.142,0.0852,4.42,298.82,346.82,81.56
60400,5.291,0.0471,10.32,60.65,317.55,333.26
60400,5.242,0.0851,28.74,227.87,86.44,46.75
60400,5.188,0.0760,28.25,221.10,89.67,54.99
60400,5.193,0.0467,7.69,273.87,189.29,239.31
60400,5.202,0.0398,17.17,111.16,262.33,78.73
60400,5.204,0.0503,19.38,301.97,56.84,98.29
60400,5.173,0.1654,12.10,135.63,263.23,311.65
60400,5.215,0.0429,13.22,185.42,225.72,282.60
60400,5.176,0.0384,23.04,22.51,311.34,3.96
60400,5.185,0.0200,20.35,332.89,352.05,352.54
60400,5.147,0.0322,21.72,25.27,64.25,254.28
60400,5.146,0.1189,3.22,214.11,130.88,355.09
60400,5.167,0.0200,18.80,10.22,359.42,346.57
60400,5.196,0.0192,12.95,20.88,80.52,231.44
60400,5.203,0.1109,8.23,20.50,30.83,291.87
60400,5.178,0.0496,24.47,63.08,172.56,103.19
60400,5.24,0.0308,6.88,109.31,1.44,242.86
60400,5.141,0.0722,23.40,9.67,295.48,42.75
60400,5.175,0.0674,8.64,10.16,96.98,10.29
60400,5.265,0.1018,10.25,212.60,246.20,247.93
60400,5.166,0.1579,13.28,110.74,200.85,36.01
60400,5.281,0.0487,32.67,122.57,240.72,350.95
60400,5.212,0.0198,24.38,218.50,284.77,313.61
60400,5.179,0.0805,26.51,158.47,158.41,46.04
60400,5.152,0.1443,20.25,126.69,161.82,72.14
60400,5.233,0.0752,14.75,214.46,48.79,94.38
60400,5.238,0.1500,35.29,86.29,180.97,85.13
60400,5.189,0.1070,18.98,87.67,180.83,96.45
60400,5.228,0.0845,14.86,123.77,179.02,62.66
60400,5.173,0.0251,29.26,93.96,245.76,23.19
60400,5.139,0.0762,18.17,136.34,143.42,63.02
60400,5.157,0.0597,20.15,176.89,204.48,101.39
60400,5.189,0.0865,18.99,230.87,215.63,9.01
60400,5.185,0.0788,11.17,102.15,295.26,83.89
60400,5.153,0.0697,5.35,294.78,34.14,32.79
60400,5.313,0.0379,24.24,200.22,157.17,351.54
60400,5.273,0.0778,12.92,34.90,262.96,46.82
60400,5.248,0.0624,28.76,199.84,144.42,10.58
60400,5.228,0.1706,3.82,223.88,166.22,311.98
60400,5.251,0.0342,8.63,103.63,39.69,339.79
60400,5.156,0.0611,19.56,167.49,318.56,353.49
60400,5.142,0.0658,12.42,238.93,93.26,14.61
60400,5.187,0.0682,33.11,75.75,273.43,349.46
60400,5.154,0.0520,26.06,82.08,257.16,7.98
60400,5.112,0.1315,14.54,309.49,58.85,333.27
60400,5.134,0.0545,6.87,76.49,181.38,216.27
60400,5.244,0.0703,14.77,190.16,203.34,55.94
60400,5.208,0.0437,12.78,185.92,63.08,222.53
60400,5.226,0.1273,27.17,195.34,179.01,97.36
60400,5.143,0.0787,6.92,203.89,180.46,75.74
60400,5.193,0.0588,11.10,183.73,217.74,49.87
60400,5.238,0.0578,18.99,213.36,173.74,64.86
60400,5.127,0.0866,21.43,25.85,346.44,89.88
60400,5.167,0.0438,2.25,26.87,1.56,73.91
60400,5.176,0.0824,18.05,19.43,85.29,346.85
60400,5.09,0.0632,8.24,262.74,204.78,2.27
60400,5.155,0.0341,10.73,58.14,15.92,26.08
60400,5.097,0.0444,14.77,73.93,9.94,25.22
60400,5.147,0.0436,20.85,272.80,155.91,35.21
60400,5.195,0.0241,23.93,296.66,347.54,66.96
60400,5.151,0.0567,17.33,340.42,89.87,26.76
60400,5.218,0.0307,9.04,313.19,74.34,79.04
60400,5.269,0.0583,21.85,308.28,158.26,347.84
60400,5.254,0.0421,14.79,212.96,294.39,309.04
60400,5.116,0.0851,7.83,170.37,252.42,39.56
60400,5.207,0.0773,16.43,140.23,291.92,33.59
60400,5.197,0.0454,4.31,90.78,22.08,344.00
60400,5.166,0.0308,1.59,217.26,227.13,359.97
60400,5.132,0.0546,9.71,324.87,179.71,319.09
60400,5.244,0.0865,9.59,163.16,267.45,38.27
60400,5.273,0.1055,23.82,156.59,235.58,88.10
60400,5.186,0.0237,14.23,195.74,304.18,324.57
60400,5.116,0.0386,25.19,32.40,130.85,299.55
60400,5.107,0.0345,14.67,82.76,254.78,131.46
60400,5.196,0.0552,19.45,216.93,140.17,118.13
60400,5.291,0.0285,20.70,345.90,9.65,106.70
60400,5.201,0.0443,13.98,198.19,75.79,194.98
60400,5.172,0.0941,19.19,185.12,264.87,39.18
60400,5.192,0.0800,22.07,180.82,190.22,111.21
60400,5.262,0.0399,16.65,205.66,14.46,249.54
60400,5.233,0.0468,11.91,197.75,290.70,341.53
60400,5.211,0.0854,24.18,195.73,97.56,176.70
60400,5.216,0.0836,24.48,196.05,284.38,8.64
60400,5.243,0.1433,12.64,185.45,237.21,40.90
60400,5.165,0.0243,4.57,34.54,255.78,173.90
60400,5.105,0.0282,7.62,20.57,337.58,109.45
60400,5.155,0.0571,15.98,209.78,309.54,318.55
60400,5.203,0.0315,6.72,98.08,285.04,87.33
60400,5.202,0.0317,13.57,10.25,70.82,10.39
60400,5.154,0.0253,2.85,343.80,126.81,355.51
60400,5.296,0.0712,9.26,229.79,166.99,51.30
60400,5.184,0.0869,7.12,229.20,154.98,86.22
60400,5.248,0.1149,12.70,56.45,358.13,54.58
60400,5.183,0.0636,12.44,226.09,181.50,59.83
60400,5.11,0.0409,9.45,186.64,245.89,54.16
60400,5.223,0.0526,13.75,30.81,43.09,24.41
60400,5.148,0.0290,16.15,29.45,353.73,96.72
60400,5.137,0.0580,35.39,27.68,26.94,67.18
60400,5.22,0.0639,22.47,69.56,315.84,108.58
60400,5.227,0.0556,24.92,37.44,294.93,139.55
60400,5.167,0.0856,12.50,44.24,11.06,57.26
60400,5.298,0.0158,25.64,250.93,276.38,306.22
60400,5.073,0.0374,26.33,24.34,35.60,53.19
60400,5.297,0.0537,22.09,199.00,215.67,45.00
60400,5.274,0.0411,23.46,66.53,221.55,175.73
60400,5.135,0.0567,10.13,333.81,97.71,25.93
60400,5.213,0.0986,6.16,96.52,337.75,29.03
60400,5.211,0.0885,9.45,39.99,29.03,28.43
60400,5.179,0.0389,8.29,61.36,299.03,94.58
60400,5.248,0.0411,9.40,248.09,219.25,352.44
60400,5.195,0.0065,32.88,62.87,25.51,24.20
60400,5.185,0.0781,7.77,312.45,117.55,33.85
60400,5.174,0.1041,12.01,81.39,311.61,70.79
60400,5.182,0.1074,12.29,50.10,81.15,332.17
60400,5.168,0.0739,9.99,121.38,334.91,7.93
60400,5.274,0.0510,16.10,124.78,336.02,353.93
60400,5.135,0.0733,7.03,1.93,134.70,330.15
60400,5.194,0.1054,7.90,226.71,301.99,302.45
60400,5.209,0.0377,33.65,106.39,98.05,265.03
60400,5.224,0.0529,15.41,109.26,81.50,271.24
60400,5.272,0.0040,6.21,292.42,10.46,159.50
60400,5.123,0.0339,20.46,119.09,224.72,139.94
60400,5.107,0.0475,8.72,129.77,242.34,95.17
60400,5.213,0.1161,2.87,183.69,353.24,287.97
60400,5.313,0.0053,9.20,175.30,208.71,77.13
60400,5.171,0.0375,14.06,121.59,104.02,245.09
60400,5.154,0.1091,8.04,141.71,325.44,1.81
60400,5.236,0.0515,8.31,298.46,182.21,339.85
60400,5.128,0.0481,7.35,89.38,7.81,5.63
60400,5.222,0.0490,3.32,36.86,68.64,351.17
60400,5.184,0.0486,9.93,117.26,3.49,342.21
60400,5.193,0.0726,6.39,234.89,337.55,256.60
60400,5.104,0.0536,6.22,265.51,102.31,98.76
60400,5.172,0.0916,7.14,78.14,17.26,6.05
60400,5.224,0.0653,8.46,86.49,3.53,8.49
60400,5.122,0.0231,31.25,109.88,40.68,334.95
60400,5.251,0.0961,8.09,132.91,285.18,46.94
60400,5.254,0.1125,7.13,111.07,10.96,352.28
60400,5.188,0.0346,8.03,90.68,190.68,203.66
60400,5.243,0.0635,6.53,203.86,355.59,282.83
60400,5.135,0.0688,6.51,283.06,109.41,77.68
60400,5.166,0.0506,9.56,47.08,72.15,359.44
60400,5.286,0.0910,8.68,99.17,342.54,25.22
60400,5.177,0.1212,12.09,58.34,0.52,51.09
60400,5.24,0.0420,15.56,139.86,177.02,149.36
60400,5.129,0.0142,8.64,120.02,56.96,297.29
60400,5.095,0.0487,6.09,80.82,317.02,74.07
60400,5.117,0.0661,8.20,160.98,303.96,14.09
60400,5.183,0.0812,12.97,150.38,219.50,103.35
60400,5.174,0.1195,6.02,165.09,317.01,346.48
60400,5.23,0.0669,9.24,161.07,262.55,44.40
60400,5.166,0.0540,4.90,17.64,164.01,300.85
60400,5.103,0.0547,8.60,83.67,280.94,130.82
60400,5.266,0.0773,13.57,303.91,129.35,46.08
60400,5.323,0.0384,7.67,188.51,173.02,132.56
60400,5.223,0.0126,7.93,342.60,72.05,70.13
60400,5.221,0.1703,12.23,307.75,148.95,17.30
60400,5.137,0.0629,11.76,201.67,207.31,62.61
60400,5.167,0.0200,7.33,195.96,179.93,81.08
60400,5.262,0.0469,21.43,185.79,246.91,31.68
60400,5.263,0.0562,10.01,203.76,1.73,262.36
60400,5.283,0.1290,12.99,21.01,325.60,123.15
60400,5.318,0.0833,16.11,217.33,197.61,60.66
60400,5.27,0.0837,8.20,44.85,346.05,93.13
60400,5.246,0.1490,5.59,210.82,144.41,130.82
60400,5.211,0.0594,7.85,225.20,248.47,9.77
60400,5.266,0.0722,11.61,34.70,10.74,87.63
60400,5.28,0.0663,3.22,48.95,357.94,71.83
60400,5.216,0.0444,10.86,189.34,197.62,92.07
60400,5.247,0.0465,19.00,211.47,254.60,31.76
60400,5.223,0.0491,18.53,210.05,296.06,344.49
60400,5.208,0.0684,9.68,314.55,154.44,21.57
60400,5.123,0.0269,8.97,209.79,218.81,55.12
60400,5.142,0.0971,7.97,33.50,53.12,36.57
60400,5.179,0.0641,8.88,211.43,243.41,25.38
60400,5.207,0.0679,27.48,30.00,171.13,266.12
60400,5.192,0.0221,11.63,17.00,188.42,258.38
60400,5.273,0.0912,26.22,215.60,219.75,34.24
60400,5.267,0.0125,6.40,244.48,69.07,141.69
60400,5.166,0.1156,16.62,200.05,242.71,28.48
60400,5.185,0.1077,8.80,25.47,40.35,52.37
60400,5.192,0.1808,14.78,198.96,240.70,30.46
60400,5.226,0.0269,6.19,211.04,185.07,68.66
60400,5.2,0.1012,31.45,32.91,348.65,85.18
60400,5.073,0.0831,8.89,7.85,21.01,84.72
60400,5.147,0.0271,6.66,241.44,123.48,114.14
60400,5.251,0.0684,9.53,165.62,296.03,10.78
60400,5.276,0.0686,19.12,39.70,50.54,3.36
60400,5.119,0.0417,7.55,181.25,305.54,342.34
60400,5.245,0.0551,13.76,43.28,33.47,18.71
60400,5.236,0.0238,20.27,227.77,69.66,188.07
60400,5.211,0.0508,20.10,229.49,302.34,315.52
60400,5.309,0.0337,11.11,215.52,197.89,44.05
60400,5.09,0.0394,6.04,230.51,194.77,72.12
60400,5.115,0.0241,6.39,97.08,295.13,108.77
60400,5.342,0.0062,1.34,273.39,69.55,118.54
60400,5.232,0.0928,18.00,229.01,193.05,65.13
60400,5.312,0.0602,4.13,95.95,289.31,88.24
60400,5.216,0.0540,16.80,269.79,71.28,157.13
60400,5.144,0.0774,22.61,75.08,335.56,62.60
60400,5.195,0.0872,20.11,88.46,0.74,37.32
60400,5.236,0.1266,24.02,63.91,331.18,82.61
60400,5.193,0.0975,36.64,46.37,25.17,33.80
60400,5.166,0.0504,27.75,43.49,1.47,56.80
60400,5.247,0.1215,15.96,80.57,8.01,30.07
60400,5.192,0.0855,6.64,166.57,290.95,8.67
60400,5.18,0.0801,17.57,73.91,354.63,40.29
60400,5.277,0.0315,8.90,58.65,14.88,31.67
60400,5.201,0.2103,26.50,58.74,16.47,34.43
60400,5.173,0.0735,19.79,35.09,355.78,71.10
60400,5.19,0.0787,21.39,54.53,20.00,33.39
60400,5.184,0.0858,9.53,77.83,40.66,355.89
60400,5.26,0.0397,7.76,259.96,114.65,93.50
60400,5.209,0.0234,6.13,83.79,349.14,37.25
60400,5.289,0.0747,8.76,73.12,326.36,63.64
60400,5.216,0.0665,20.19,76.50,48.55,333.96
60400,5.237,0.0659,19.48,279.48,214.66,343.75
60400,5.232,0.1234,11.09,89.32,54.33,342.21
60400,5.215,0.0931,18.12,118.88,300.48,64.05
60400,5.184,0.0982,17.80,296.23,123.09,63.06
60400,5.221,0.0786,8.44,114.56,349.64,32.98
60400,5.2,0.0775,17.79,317.08,231.79,285.06
60400,5.105,0.0617,7.87,90.38,5.56,10.03
60400,5.226,0.0119,12.86,308.63,126.22,43.57
60400,5.156,0.0532,10.40,129.22,291.76,49.32
60400,5.187,0.0419,10.21,131.33,320.60,19.21
60400,5.184,0.2065,10.62,162.67,315.05,357.63
60400,5.182,0.0414,9.90,90.27,347.62,20.12
60400,5.148,0.1974,25.81,265.80,212.04,347.27
60400,5.183,0.1012,16.36,139.91,341.02,340.88
60400,5.129,0.0636,8.33,75.83,77.43,321.67
60400,5.101,0.0643,4.80,287.10,212.28,335.09
60400,5.195,0.0636,10.16,136.36,315.25,16.74
60400,5.175,0.0560,3.49,92.50,335.29,38.03
60400,5.159,0.1401,12.24,146.23,317.33,8.83
60400,5.213,0.0858,37.12,141.94,284.59,37.87
60400,5.205,0.1405,2.42,58.80,73.60,344.60
60400,5.205,0.0289,10.08,129.00,273.71,73.10
60400,5.183,0.0311,9.91,119.87,66.95,301.39
60400,5.165,0.0506,8.40,102.40,308.37,72.53
60400,5.222,0.1198,6.31,0.54,160.46,323.10
60400,5.228,0.0252,8.75,89.32,309.47,77.15
60400,5.163,0.0678,7.07,198.13,265.23,21.19
60400,5.263,0.0818,7.89,161.63,292.94,32.28
60400,5.232,0.0324,13.24,116.65,198.05,169.57
60400,5.234,0.0098,13.02,210.87,218.15,61.75
60400,5.136,0.0888,8.49,133.08,338.37,6.87
60400,5.248,0.0250,6.29,175.88,221.02,79.96
60400,5.114,0.0339,7.93,127.94,284.76,71.17
60400,5.142,0.0359,8.10,148.74,294.84,37.02
60400,5.169,0.0190,13.00,7.25,133.82,330.38
60400,5.167,0.0789,6.26,17.91,137.42,315.31
60400,5.234,0.1588,7.52,52.37,60.76,355.22
60400,5.233,0.0709,17.05,67.55,100.50,315.09
60400,5.236,0.1297,5.94,187.33,286.12,1.02
60400,5.159,0.0567,15.17,138.56,282.93,67.54
60400,5.169,0.0758,7.54,196.05,280.54,10.84
60400,5.235,0.0932,10.75,151.47,337.22,0.02
60400,5.178,0.0589,5.14,127.89,330.73,49.80
60400,5.311,0.0845,21.03,98.12,189.58,61.43
60400,5.237,0.0340,10.24,126.78,284.96,88.56
60400,5.139,0.0208,6.34,292.44,148.84,61.42
60400,5.148,0.0848,20.14,66.52,8.73,37.86
60400,5.261,0.1834,13.29,231.90,241.36,358.78
60400,5.258,0.0447,28.31,99.73,299.42,52.43
60400,5.22,0.0564,10.12,222.93,180.73,43.83
60400,5.227,0.0566,16.15,94.84,3.07,10.09
60400,5.254,0.0562,7.14,208.94,351.70,278.70
60400,5.246,0.0467,18.83,204.04,292.85,342.78
60400,5.181,0.0892,7.40,264.76,183.73,34.45
60400,5.159,0.0908,22.26,109.96,83.60,275.04
60400,5.187,0.0374,16.59,192.49,160.47,326.86
60400,5.163,0.0630,29.08,126.59,166.80,32.07
60400,5.22,0.1577,4.76,9.82,199.91,123.08
60400,5.279,0.0575,22.85,56.60,308.93,335.18
60400,5.238,0.0240,25.88,86.37,244.26,19.52
60400,5.19,0.1437,11.12,54.96,124.55,161.90
60400,5.13,0.0272,17.55,238.29,6.94,91.57
60400,5.184,0.1343,22.49,288.82,45.25,15.96
60400,5.267,0.1077,3.33,274.53,310.16,124.47
60400,5.162,0.0477,2.50,268.15,33.01,7.77
60400,5.088,0.0720,16.48,81.39,280.78,355.60
60400,5.233,0.0102,6.61,267.35,126.75,293.48
60400,5.246,0.0457,6.17,100.83,325.09,259.04
60400,5.297,0.0702,25.40,76.41,265.18,357.77
60400,5.218,0.0314,7.31,222.13,148.15,321.88
