"epoch_mjd","a","e","i","om","w","ma"
60400,5.147,0.0560,26.89,322.64,10.96,9.77
60400,5.253,0.0246,20.20,1.40,303.31,49.25
60400,5.203,0.1020,40.77,75.27,248.12,27.57
60400,5.119,0.0182,19.15,289.37,133.06,59.12
60400,5.231,0.0925,19.91,142.47,266.92,80.65
60400,5.196,0.0023,28.01,300.09,138.78,42.05
60400,5.22,0.0027,16.18,275.16,335.65,221.27
60400,5.209,0.0437,9.31,156.36,313.46,5.82
60400,5.234,0.0469,20.88,291.33,37.49,149.20
60400,5.193,0.0368,6.83,168.10,48.02,259.35
60400,5.167,0.0412,8.28,146.39,214.82,124.28
60400,5.26,0.0243,10.46,159.65,238.76,72.60
60400,5.275,0.0421,22.00,131.31,203.94,135.37
60400,5.242,0.0937,6.69,348.87,75.18,63.07
60400,5.289,0.0490,7.79,168.78,206.21,98.06
60400,5.232,0.0430,7.74,275.61,108.65,99.96
60400,5.108,0.0644,17.60,290.71,191.55,0.26
60400,5.128,0.0092,10.11,124.12,230.72,130.11
60400,5.258,0.0194,19.45,296.25,351.49,189.68
60400,5.162,0.0843,6.81,210.50,193.09,83.95
60400,5.325,0.0327,12.41,274.19,108.38,93.27
60400,5.124,0.0564,16.43,130.45,254.05,98.28
60400,5.19,0.1476,5.85,62.22,271.65,146.75
60400,5.252,0.0753,22.82,331.07,49.22,88.86
60400,5.352,0.0013,2.06,201.07,120.36,156.51
60400,5.145,0.0412,7.95,295.18,26.72,150.33
60400,5.14,0.0820,12.50,257.77,115.12,115.58
60400,5.197,0.0726,10.61,6.01,35.47,79.48
60400,5.301,0.0676,13.13,301.94,96.12,87.97
60400,5.152,0.0620,12.60,173.90,228.44,79.69
60400,5.281,0.1176,28.90,147.50,224.26,111.01
60400,5.169,0.0587,17.50,83.12,195.36,195.00
60400,5.179,0.0454,25.16,137.66,170.45,174.59
60400,5.275,0.0299,20.16,142.31,93.96,238.78
60400,5.148,0.0079,17.49,282.27,354.60,214.97
60400,5.148,0.0350,16.41,90.38,71.21,310.31
60400,5.251,0.0161,11.54,211.83,192.08,72.84
60400,5.198,0.0332,9.44,88.38,354.68,26.54
60400,5.277,0.0836,20.36,92.83,297.31,89.29
60400,5.289,0.0528,6.29,345.58,72.23,50.49
60400,5.198,0.0325,11.21,143.65,332.10,15.46
60400,5.25,0.0297,3.41,307.34,107.36,73.30
60400,5.183,0.0799,6.16,310.10,164.15,14.85
60400,5.134,0.0201,5.05,38.15,28.56,49.93
60400,5.365,0.0691,7.85,336.53,325.74,159.51
60400,5.218,0.0599,9.34,36.99,285.88,156.71
60400,5.086,0.1022,14.60,310.38,6.08,165.62
60400,5.22,0.0186,5.73,105.16,325.41,53.93
60400,5.183,0.1057,9.03,100.06,249.64,130.81
60400,5.276,0.0340,13.96,111.62,214.27,138.32
60400,5.162,0.0810,18.12,324.01,37.16,121.39
60400,5.212,0.0519,5.95,292.47,61.35,132.94
60400,5.153,0.0686,19.02,169.44,210.93,112.21
60400,5.127,0.0677,7.17,8.96,29.46,87.98
60400,5.213,0.0518,14.59,154.02,226.96,97.77
60400,5.158,0.0310,17.29,294.06,66.87,122.03
60400,5.269,0.0267,24.69,285.28,135.71,61.02
60400,5.131,0.0187,19.37,284.30,142.32,53.22
60400,5.138,0.0505,19.23,319.93,13.48,144.38
60400,5.192,0.0930,7.68,176.33,243.32,73.42
60400,5.207,0.0428,9.02,9.42,100.07,8.16
60400,5.292,0.0260,20.25,82.00,246.80,137.08
60400,5.235,0.1835,7.88,289.12,15.27,174.96
60400,5.219,0.0057,24.22,166.63,355.30,326.65
60400,5.301,0.0831,7.59,176.77,222.82,84.37
60400,5.244,0.0160,14.17,85.03,233.80,155.05
60400,5.172,0.0800,4.85,339.39,37.27,103.17
60400,5.171,0.0201,8.97,17.79,90.18,7.46
60400,5.188,0.0258,29.75,108.11,290.00,76.73
60400,5.259,0.0219,8.75,168.91,98.02,200.97
60400,5.137,0.0521,9.96,53.12,70.45,348.21
60400,5.231,0.1033,6.74,229.20,38.23,204.80
60400,5.205,0.0791,6.87,91.78,284.42,102.02
60400,5.23,0.0537,14.04,340.53,68.20,69.08
60400,5.142,0.0742,29.70,109.03,336.52,39.16
58329,5.273,0.0755,17.43,321.08,46.03,310.81
60400,5.241,0.0761,3.09,341.90,32.37,133.96
60400,5.259,0.0536,16.74,327.82,72.78,93.37
60400,5.168,0.0750,7.96,229.50,138.02,125.69
60400,5.223,0.0242,6.60,143.73,294.93,53.86
60400,5.348,0.0630,9.89,326.31,346.52,152.85
60400,5.149,0.0452,4.16,328.51,38.26,136.71
60400,5.233,0.0495,7.68,263.91,173.66,63.94
60400,5.308,0.0388,4.55,135.94,295.64,56.09
60400,5.22,0.0495,7.77,156.72,192.79,142.97
60400,5.218,0.0671,9.88,128.46,331.02,34.26
60400,5.259,0.0617,26.06,144.09,312.95,34.17
60400,5.21,0.0703,9.50,127.30,259.42,108.55
60400,5.207,0.0932,19.88,117.27,323.51,61.11
60400,5.216,0.0246,6.93,60.97,18.13,53.90
60400,5.26,0.0860,7.47,97.04,339.93,57.05
60400,5.294,0.0848,4.39,162.66,89.03,223.10
60400,5.176,0.0485,4.10,217.04,195.13,80.50
60400,5.274,0.0108,5.14,213.20,125.17,149.51
60400,5.128,0.0455,12.60,319.19,145.05,34.18
60400,5.188,0.0193,27.91,168.54,82.15,72.15
60400,5.164,0.0704,29.44,333.51,359.83,17.20
60400,5.146,0.0733,32.66,87.53,214.01,49.85
60400,5.309,0.0360,32.14,102.88,234.02,4.35
60400,5.186,0.0462,15.67,214.11,14.56,106.71
60400,5.206,0.1258,13.98,240.14,45.11,51.85
60400,5.22,0.0550,25.71,338.04,317.97,64.12
60400,5.243,0.0980,14.40,165.38,31.16,132.52
60400,5.239,0.1099,6.72,301.35,327.65,75.13
60400,5.305,0.0698,26.88,175.11,120.32,48.27
60400,5.213,0.1411,15.66,32.79,223.20,94.22
60400,5.183,0.0676,10.33,69.05,165.84,111.92
60400,5.274,0.0847,30.14,178.46,135.15,41.33
60400,5.24,0.0812,33.93,181.46,352.63,171.71
60400,5.206,0.0148,9.34,30.25,296.78,13.47
60400,5.254,0.1047,16.50,359.96,241.55,111.22
60400,5.158,0.1425,19.62,346.99,300.10,69.20
60400,5.211,0.0133,12.94,55.09,13.56,270.20
60400,5.201,0.0791,24.29,358.41,288.74,60.75
60400,5.251,0.1255,23.87,87.07,161.69,96.16
60400,5.22,0.0534,26.04,119.19,255.75,336.58
60400,5.212,0.0463,28.97,128.57,241.45,350.04
60400,5.244,0.1111,28.92,92.13,235.65,30.31
60400,5.247,0.0111,26.11,116.10,189.40,48.12
60400,5.223,0.1197,16.78,133.11,155.12,67.12
60400,5.166,0.1175,17.58,23.29,307.46,21.71
60400,5.152,0.0480,8.98,38.82,256.20,59.09
60400,5.161,0.0960,27.86,191.21,128.79,51.71
60400,5.305,0.0511,20.60,35.24,283.05,43.44
60400,5.282,0.0346,26.61,199.20,84.58,52.64
60400,5.143,0.0697,10.69,329.32,195.79,172.90
60400,5.123,0.0383,5.69,229.36,128.60,346.01
60400,5.238,0.0467,8.72,348.60,60.72,289.31
60400,5.244,0.0254,28.31,199.72,158.86,343.96
60400,5.218,0.0526,6.37,218.57,293.82,187.27
60400,5.293,0.0547,7.58,225.92,106.99,7.58
60400,5.179,0.0846,2.67,250.38,158.62,295.37
60400,5.179,0.0528,17.88,276.17,18.56,50.95
60400,5.26,0.0882,32.05,331.16,339.41,30.38
60400,5.237,0.0711,31.91,112.15,220.38,30.37
60400,5.219,0.0508,30.71,130.86,223.58,10.49
58578,4.949,0.1506,21.41,17.55,300.78,256.75
58577,5.106,0.0737,31.80,17.77,332.96,212.69
58581,4.953,0.1132,19.43,18.88,356.49,185.93
59400,5.227,0.0340,28.51,16.81,17.51,230.69
60400,5.131,0.0526,29.86,196.06,85.67,76.36
60400,5.22,0.1002,10.61,202.80,152.82,357.73
58582,5.246,0.1638,32.38,201.07,233.03,109.12
58582,5.214,0.1353,2.35,1.15,87.30,96.40
60400,5.191,0.0896,8.31,60.49,168.70,126.99
60400,5.231,0.0527,23.41,198.30,13.31,145.06
60400,5.22,0.0877,3.70,141.21,113.73,105.10
60400,5.142,0.1018,20.31,354.42,325.04,37.32
60400,5.254,0.1043,11.17,28.41,258.50,65.03
60400,5.135,0.0547,6.30,173.14,102.92,87.35
60400,5.21,0.0140,23.17,98.00,222.40,46.76
60400,5.147,0.0342,15.53,338.62,228.50,140.48
60400,5.281,0.0295,32.59,189.09,45.04,115.44
60400,5.204,0.0321,18.16,204.16,357.78,145.41
60400,5.264,0.0528,25.22,41.79,138.51,169.44
60400,5.224,0.0586,4.64,209.40,61.61,75.37
60400,5.186,0.0917,23.11,87.60,234.22,36.92
60400,5.221,0.0495,7.89,259.85,343.08,101.32
60400,5.242,0.0462,26.35,127.44,144.22,84.06
60400,5.226,0.0845,18.21,199.45,47.12,111.83
60400,5.224,0.0808,35.51,185.97,102.18,68.33
60400,5.285,0.0801,19.93,222.36,22.58,98.92
60400,5.173,0.0212,30.58,205.67,92.31,54.33
60400,5.123,0.0257,26.39,229.43,58.83,77.00
60400,5.167,0.0361,9.00,8.94,45.20,287.16
60400,5.135,0.0896,6.88,232.13,82.20,49.20
60400,5.143,0.0272,8.05,28.71,181.58,146.02
60400,5.161,0.0627,11.17,168.97,98.69,91.92
60400,5.272,0.0316,16.50,192.38,122.76,46.84
60400,5.203,0.0431,35.21,42.31,297.55,20.02
60400,5.152,0.0291,8.87,196.95,99.80,64.07
60400,5.204,0.0154,13.71,177.97,72.68,102.84
60400,5.166,0.0893,8.06,101.14,138.17,125.44
60400,5.278,0.1095,8.77,277.15,332.84,109.09
60400,5.167,0.0488,13.29,227.86,11.79,103.26
60400,5.234,0.0194,11.10,272.91,320.28,107.17
60400,5.234,0.1189,7.97,303.42,356.41,53.33
60400,5.221,0.0934,6.89,120.93,73.58,160.96
60400,5.253,0.0850,7.54,204.27,51.30,95.72
60400,5.154,0.0247,21.85,97.24,219.54,49.40
60400,5.101,0.0603,26.67,199.29,190.81,329.92
60400,5.162,0.0493,18.55,185.32,7.37,154.85
60400,5.341,0.0330,9.34,166.13,144.34,51.68
60400,5.236,0.0449,25.05,238.04,63.72,32.17
60400,5.192,0.0793,23.04,195.83,45.63,111.31
60400,5.184,0.0776,31.21,67.00,238.21,51.60
60400,5.29,0.1148,19.01,83.33,196.12,75.39
60400,5.209,0.0967,16.82,122.01,202.47,40.56
60400,5.167,0.1245,20.28,198.63,156.20,4.16
60400,5.27,0.0381,19.17,148.04,21.95,181.18
60400,5.333,0.0244,5.41,176.61,40.32,118.15
60400,5.233,0.0399,29.02,34.24,244.26,71.55
60400,5.199,0.0774,12.82,342.52,250.39,117.43
60400,5.218,0.0354,27.68,208.82,358.55,148.57
60400,5.246,0.0354,5.63,198.51,142.20,0.58
60400,5.176,0.0413,8.75,115.67,218.01,34.02
60400,5.231,0.0238,17.00,236.98,11.57,87.03
60400,5.17,0.0878,7.97,57.31,154.07,126.31
60400,5.139,0.0571,20.49,37.58,251.90,71.01
60400,5.121,0.0710,28.69,84.08,263.35,21.74
60400,5.295,0.0548,27.74,53.60,268.87,44.03
60400,5.254,0.0458,5.01,246.74,39.99,58.97
60400,5.187,0.0619,31.24,211.86,83.23,65.91
60400,5.23,0.0510,16.05,175.91,67.64,106.32
60400,5.144,0.0832,11.29,63.05,207.53,92.32
60400,5.202,0.0642,21.10,201.70,40.36,101.37
60400,5.297,0.1123,11.33,263.37,28.76,58.26
60400,5.193,0.0866,24.68,192.10,113.55,44.21
60400,5.359,0.0460,3.05,56.67,266.33,11.79
60400,5.23,0.0568,26.91,31.98,220.08,101.08
60400,5.281,0.0229,17.96,14.20,176.09,159.88
60400,5.302,0.0410,19.62,32.36,307.11,13.53
60400,5.17,0.0523,22.51,359.73,316.68,30.13
60400,5.159,0.0517,24.67,192.19,146.72,5.34
60400,5.238,0.1338,2.08,117.00,142.08,95.06
60400,5.193,0.0320,10.53,339.57,84.28,290.13
60400,5.173,0.0805,16.40,213.49,108.40,37.19
60400,5.256,0.0551,18.49,87.56,262.89,8.06
60400,5.181,0.0523,7.01,328.05,204.96,181.74
60400,5.288,0.0626,28.15,190.86,152.17,13.55
60400,5.139,0.0895,11.12,255.60,59.30,38.78
60400,5.302,0.0351,7.84,318.97,335.64,56.25
60400,5.119,0.0455,32.35,188.92,111.57,46.11
60400,5.16,0.0506,15.08,27.95,179.00,154.91
60400,5.286,0.0825,14.53,179.44,28.49,147.49
60400,5.222,0.0632,9.93,55.96,145.56,156.49
60400,5.199,0.0208,37.02,21.59,357.92,324.62
60400,5.281,0.0908,21.53,201.93,76.97,66.16
60400,5.203,0.1204,21.45,216.92,24.33,115.14
60400,5.323,0.0309,28.71,63.16,249.50,38.43
60400,5.241,0.0402,5.57,14.38,292.74,36.04
60400,5.242,0.0622,25.00,49.84,285.22,30.97
60400,5.296,0.0782,13.91,215.71,85.38,53.04
60400,5.25,0.0782,36.96,195.79,97.15,55.06
60400,5.197,0.1130,4.31,273.10,340.04,100.06
60400,5.267,0.0470,15.31,96.73,196.96,50.12
60400,5.264,0.0618,12.18,100.98,215.74,50.88
60400,5.281,0.0403,26.04,207.74,98.86,34.33
60400,5.227,0.0629,3.12,228.65,72.51,60.54
60400,5.291,0.0894,5.22,346.66,312.24,63.54
60400,5.269,0.1261,16.59,264.32,11.94,73.15
60400,5.192,0.1075,25.16,316.59,303.68,92.48
60400,5.175,0.1185,29.70,335.73,317.37,62.20
60400,5.22,0.0445,9.69,272.48,134.42,309.68
60400,5.195,0.0779,17.56,351.95,279.22,96.07
60400,5.196,0.1291,20.52,325.12,335.13,57.12
60400,5.146,0.0715,7.47,281.80,3.32,84.82
60400,5.273,0.0322,24.30,353.97,6.82,333.99
60400,5.196,0.1177,13.46,218.03,329.39,158.54
60400,5.226,0.1582,8.50,266.55,4.99,86.98
60400,5.168,0.0303,13.67,1.42,274.46,82.16
60400,5.216,0.0668,15.68,272.12,318.40,113.63
60400,5.193,0.1789,8.01,328.35,203.70,163.04
60400,5.158,0.0648,26.74,211.51,65.95,87.65
60400,5.194,0.0501,18.59,182.94,243.84,293.37
60400,5.242,0.0992,37.25,357.72,326.89,27.98
60400,5.14,0.0810,31.48,357.04,308.27,53.36
60400,5.112,0.1049,25.94,317.43,345.09,49.98
60400,5.184,0.0931,24.28,215.01,9.55,125.65
60400,5.258,0.0518,15.33,72.14,224.89,50.67
60400,5.296,0.0535,27.41,36.40,270.12,56.14
60400,5.129,0.0246,15.09,228.06,162.61,330.04
60400,5.231,0.0281,29.74,182.57,156.25,359.61
60400,5.155,0.0710,17.92,223.48,113.43,28.88
60400,5.16,0.0259,30.27,38.65,300.71,19.76
60400,5.225,0.0252,27.82,35.94,257.17,68.31
60400,5.18,0.0682,18.15,204.96,102.71,57.68
60400,5.189,0.0732,27.71,17.91,321.25,28.03
60400,5.225,0.0699,11.34,237.21,24.65,86.97
60400,5.074,0.0644,25.13,102.10,235.78,38.50
60400,5.171,0.1087,9.42,248.51,53.88,53.00
60400,5.114,0.0652,28.16,11.49,270.25,80.56
60400,5.167,0.0766,29.15,7.75,297.45,44.68
60400,5.152,0.0365,13.31,38.98,164.21,136.33
60400,5.116,0.0661,6.26,90.25,223.02,32.82
60400,5.118,0.0342,25.52,327.01,70.45,301.81
60400,5.19,0.0825,24.53,33.06,177.01,142.25
60400,5.242,0.1133,5.39,105.36,144.24,103.12
60400,5.261,0.0979,13.31,202.75,121.59,38.78
60400,5.206,0.0862,28.01,192.88,288.13,221.87
60400,5.247,0.0373,14.44,46.34,234.76,75.70
60400,5.257,0.1189,6.65,84.75,182.70,99.78
60400,5.166,0.0395,9.62,191.23,355.06,165.90
60400,5.233,0.0340,10.97,168.86,194.32,334.62
60400,5.187,0.0731,13.78,26.76,301.80,17.87
60400,5.258,0.0605,28.18,19.43,276.33,66.24
60400,5.244,0.0685,28.92,31.79,303.59,24.63
60400,5.22,0.0275,33.39,261.43,127.77,78.17
60400,5.273,0.0796,27.97,65.21,210.71,95.65
60400,5.273,0.0451,29.75,219.92,129.86,13.87
60400,5.217,0.0203,30.78,67.80,137.79,153.58
60400,5.214,0.1491,22.24,50.86,279.31,15.87
60400,5.146,0.1300,22.61,66.16,191.57,81.46
60400,5.122,0.0735,28.84,121.74,185.65,26.00
60400,5.171,0.1074,22.90,127.99,144.48,72.18
60400,5.206,0.0948,30.76,259.03,89.12,120.14
60400,5.25,0.1585,22.14,239.68,131.97,101.69
60400,5.217,0.0790,34.44,271.55,86.07,120.20
60400,5.159,0.0537,34.63,272.21,162.39,25.26
60400,5.236,0.0590,27.05,223.69,71.60,158.37
60400,5.207,0.0376,31.41,250.38,127.50,94.40
60400,5.262,0.0556,27.30,107.25,173.90,44.04
60400,5.256,0.0989,27.39,263.46,133.41,67.68
60400,5.178,0.0370,30.52,266.76,84.75,105.80
60400,5.191,0.0142,30.35,264.61,115.57,85.57
60400,5.228,0.0695,27.86,265.19,213.97,347.65
60400,5.285,0.0467,23.96,269.71,195.02,358.63
60400,5.271,0.0278,19.69,243.72,2.48,215.05
60400,5.301,0.0778,23.03,213.95,209.71,50.99
60400,5.161,0.0441,26.79,245.26,112.21,115.56
60400,5.146,0.1134,26.35,270.77,189.50,19.55
60400,5.236,0.0383,33.85,293.76,123.65,56.54
60400,5.212,0.1319,27.17,274.04,60.15,127.64
60400,5.259,0.1198,17.83,277.59,103.28,94.68
60400,5.114,0.0564,20.51,211.79,188.92,73.99
60400,5.181,0.0226,22.83,279.79,188.65,356.92
60400,5.189,0.0477,17.01,235.16,228.64,2.98
60400,5.222,0.0543,22.63,279.76,61.33,129.50
60400,5.18,0.0659,18.33,103.70,179.94,77.59
60400,5.121,0.0145,7.20,184.89,284.59,345.69
60400,5.214,0.0945,8.62,108.74,298.24,50.69
60400,5.204,0.0866,17.40,154.96,212.59,94.43
60400,5.287,0.0848,19.30,295.78,115.90,47.08
60400,5.061,0.0368,2.47,151.97,225.46,83.36
60400,5.062,0.0946,9.27,144.59,246.52,76.45
60400,5.25,0.0541,18.27,279.43,165.74,18.87
60400,5.152,0.2139,8.91,269.34,103.21,107.58
60400,5.147,0.1246,21.90,147.20,275.58,44.11
60400,5.144,0.0596,19.85,152.91,214.50,91.47
60400,5.121,0.0879,10.31,165.01,236.17,57.41
60400,5.151,0.0594,12.98,285.50,139.54,45.48
60400,5.249,0.0565,13.41,269.88,81.52,105.03
60400,5.195,0.1203,12.75,178.86,155.28,127.46
60400,5.128,0.0581,12.05,284.55,121.28,46.96
60400,5.279,0.0767,5.01,210.71,235.43,7.74
60400,5.247,0.0574,10.12,246.48,162.56,60.62
60400,5.182,0.0748,6.91,208.34,189.57,53.87
60400,5.239,0.0524,7.09,197.72,162.77,92.63
60400,5.136,0.0794,6.05,299.69,112.10,50.25
60400,5.155,0.0922,6.14,235.34,138.81,88.24
60400,5.188,0.0432,11.43,256.90,13.31,192.80
60400,5.169,0.0475,29.18,57.47,222.18,70.45
60400,5.197,0.0764,32.21,154.76,82.05,120.59
60400,5.206,0.0399,24.27,84.83,171.00,94.56
60400,5.23,0.0466,31.70,81.99,271.27,5.13
60400,5.245,0.0574,28.71,286.40,120.69,85.17
60400,5.213,0.0723,33.90,63.12,198.66,102.97
60400,5.245,0.0410,9.95,142.23,252.20,75.05
60400,5.149,0.0225,3.85,128.57,307.63,36.88
60400,5.136,0.0163,11.55,148.77,184.96,138.27
60400,5.153,0.0829,5.47,316.02,60.82,99.23
60400,5.228,0.0784,5.96,332.96,31.45,106.50
60400,5.24,0.0341,15.12,147.20,341.03,336.65
60400,5.195,0.0163,32.69,147.19,258.96,66.05
60400,5.259,0.0931,21.15,325.60,108.30,39.22
60400,5.127,0.0273,7.77,345.58,161.41,324.31
60400,5.164,0.1078,13.42,152.89,209.03,112.76
60400,5.278,0.0140,30.77,150.70,196.12,116.81
60400,5.166,0.0381,21.09,128.39,259.88,67.91
60400,5.166,0.0556,9.71,115.58,258.07,98.48
60400,5.229,0.0687,10.70,321.54,62.94,90.00
60400,5.296,0.0946,30.28,129.17,316.19,14.82
60400,5.277,0.1809,15.92,105.97,305.37,56.86
60400,5.12,0.0875,20.03,121.40,259.96,78.17
60400,5.215,0.1294,3.39,99.72,251.25,114.14
60400,5.133,0.0608,10.69,291.86,82.00,83.05
60400,5.26,0.0199,11.60,293.94,18.96,139.73
60400,5.209,0.0535,9.78,78.62,313.83,85.19
60400,5.283,0.0423,13.23,125.71,267.36,74.43
60400,5.265,0.0408,22.27,286.51,220.83,315.97
60400,5.177,0.0099,8.71,125.65,201.21,127.56
60400,5.209,0.1028,17.48,310.57,70.38,76.24
60400,5.187,0.1024,20.05,322.63,88.25,53.31
60400,5.115,0.0394,6.70,337.67,6.28,122.90
60400,5.229,0.0496,6.56,90.95,287.65,87.46
60400,5.246,0.0738,16.97,112.52,253.22,109.29
60400,5.247,0.0386,5.42,10.00,42.39,55.55
60400,5.17,0.1198,13.04,287.93,98.49,83.36
60400,5.239,0.0280,6.11,294.60,58.37,102.70
60400,5.225,0.0526,13.26,260.50,172.71,18.29
60400,5.211,0.1192,10.42,287.11,44.08,137.76
60400,5.207,0.1243,7.15,91.33,293.40,90.82
60400,5.12,0.0593,11.60,262.41,86.55,106.81
60400,5.236,0.0523,28.73,339.37,182.73,301.49
60400,5.186,0.0639,7.08,50.06,306.89,110.42
60400,5.241,0.1055,3.16,190.70,158.61,110.92
60400,5.209,0.1018,19.17,229.39,115.94,112.51
60400,5.265,0.0818,17.71,318.87,66.19,72.27
60400,5.17,0.1165,7.46,91.09,278.48,104.34
60400,5.209,0.0800,7.86,15.75,8.78,84.94
60400,5.144,0.0519,2.98,348.79,61.21,55.67
60400,5.153,0.1250,9.91,90.56,254.75,122.72
60400,5.237,0.0391,8.42,14.60,31.96,56.95
60400,5.225,0.0378,10.80,336.59,355.59,132.36
60400,5.157,0.1384,24.98,129.07,259.56,83.98
60400,5.145,0.0345,1.74,217.75,263.13,350.75
60400,5.159,0.0498,1.09,203.54,168.13,80.77
60400,5.117,0.0660,11.45,78.30,354.13,41.00
60400,5.256,0.2159,9.09,109.08,286.63,79.63
60400,5.217,0.0644,11.35,1.15,25.46,82.48
60400,5.208,0.1587,19.21,139.60,200.97,129.13
60400,5.241,0.0663,26.09,245.65,175.95,60.57
60400,5.194,0.1257,17.47,120.95,272.39,98.10
60400,5.298,0.0512,13.96,130.93,217.40,103.83
60400,5.256,0.0840,18.85,177.39,205.18,87.58
60400,5.208,0.0432,5.73,106.38,273.14,81.88
60400,5.271,0.0358,6.14,286.18,77.11,97.00
60400,5.184,0.1760,21.84,183.37,260.57,32.46
60400,5.184,0.0443,19.28,276.40,113.59,63.82
60400,5.193,0.0649,12.50,231.46,243.35,355.68
60400,5.162,0.0814,12.81,108.41,339.34,18.83
60400,5.138,0.0870,7.32,10.16,37.10,68.40
60400,5.183,0.0754,10.03,74.91,329.49,61.55
60400,5.15,0.0554,27.11,315.72,72.13,74.84
60400,5.133,0.0653,17.40,90.42,327.17,44.49
60400,5.124,0.0586,29.21,127.33,290.08,43.83
60400,5.232,0.0520,3.99,14.69,343.21,99.56
60400,5.104,0.0682,8.92,114.71,268.38,96.00
60400,5.19,0.0637,4.19,82.23,334.53,47.21
60400,5.214,0.1137,7.53,274.62,93.46,100.90
60400,5.325,0.0715,9.51,92.66,338.48,28.72
60400,5.147,0.0228,6.20,252.70,93.98,111.73
60400,5.217,0.0481,4.69,135.41,228.82,101.30
60400,5.126,0.0679,22.95,126.10,243.76,95.93
60400,5.274,0.0922,20.22,128.17,271.13,60.68
60400,5.207,0.0393,7.11,97.55,329.50,36.68
60400,5.212,0.0278,6.66,16.78,73.77,16.38
60400,5.178,0.0794,9.88,116.85,309.85,43.17
60400,5.294,0.0455,7.25,343.12,92.92,21.77
60400,5.17,0.0643,13.92,333.27,353.86,137.16
60400,5.292,0.0532,6.41,28.70,13.02,53.82
60400,5.222,0.0703,8.44,291.96,64.99,91.87
60400,5.194,0.0784,6.45,322.82,138.10,355.16
60400,5.198,0.1039,5.12,52.44,346.36,61.87
60400,5.088,0.0651,16.86,110.29,317.52,38.67
60400,5.19,0.0601,0.70,168.84,276.37,24.23
60400,5.223,0.0713,24.19,113.42,277.30,68.93
60400,5.229,0.0638,3.58,25.62,359.89,74.40
60400,5.229,0.0341,15.29,316.25,127.50,13.22
60400,5.219,0.0163,17.72,256.05,229.25,336.83
60400,5.182,0.0292,8.81,20.17,31.79,55.80
60400,5.185,0.1176,24.60,117.71,238.16,114.94
60400,5.209,0.0590,6.68,32.05,339.36,99.07
60400,5.24,0.0345,7.89,162.91,207.02,83.92
60400,5.111,0.0843,8.78,85.73,351.38,39.11
60400,5.285,0.1233,8.50,121.98,290.35,56.44
60400,5.204,0.0835,23.88,243.92,163.10,80.74
60400,5.157,0.0202,22.21,115.64,137.94,223.31
60400,5.257,0.1135,22.11,123.65,278.90,85.69
60400,5.249,0.0596,19.19,344.06,1.81,117.57
60400,5.135,0.0762,6.51,310.65,29.57,132.02
60400,5.251,0.0486,15.73,340.34,10.94,111.95
60400,5.218,0.0756,33.00,127.35,266.61,70.09
60400,5.308,0.0373,15.65,124.96,326.37,11.41
60400,5.189,0.0876,30.71,330.58,87.22,54.21
60400,5.298,0.0694,2.24,10.29,76.46,8.27
60400,5.124,0.0673,6.32,316.14,54.42,91.19
60400,5.188,0.0479,12.50,334.64,93.13,31.53
60400,5.301,0.0647,8.78,114.81,265.07,95.71
60400,5.228,0.0882,7.06,3.54,86.99,0.96
60400,5.154,0.0329,10.35,331.50,60.22,75.23
60400,5.226,0.0499,10.08,117.55,280.86,67.50
60400,5.241,0.1006,20.23,126.64,248.05,84.42
60400,5.227,0.1023,21.98,112.12,290.40,58.54
60400,5.278,0.0335,8.17,75.66,34.26,349.67
60400,5.289,0.0778,8.56,86.19,304.23,77.96
60400,5.158,0.0428,17.15,304.15,39.38,112.24
60400,5.19,0.0626,1.36,34.68,352.35,72.99
60400,5.213,0.0699,29.65,128.01,302.24,39.67
60400,5.182,0.1059,26.82,347.00,78.14,54.27
60400,5.102,0.0405,7.62,321.62,82.84,60.84
60400,5.142,0.0609,2.68,121.25,230.52,119.42
60400,5.168,0.1546,27.89,129.86,240.68,98.23
60400,5.281,0.0124,26.53,162.56,216.08,349.78
60400,5.131,0.1157,9.23,326.91,17.68,131.50
60400,5.3,0.0110,17.76,330.21,205.21,290.18
60400,5.147,0.0477,6.41,330.68,3.86,137.07
60400,5.285,0.0745,15.83,329.12,154.25,346.75
60400,5.21,0.1011,2.50,323.71,51.83,99.97
60400,5.186,0.1462,7.54,140.02,173.70,152.94
60400,5.153,0.0844,8.55,136.47,249.51,94.04
60400,5.28,0.0797,36.87,331.70,56.32,91.31
60400,5.252,0.0486,22.97,292.03,130.25,29.54
60400,5.199,0.0598,13.61,179.05,221.93,68.37
60400,5.189,0.0480,16.38,232.69,222.49,6.40
60400,5.228,0.1022,31.57,186.73,191.31,89.46
60400,5.227,0.1382,3.97,19.58,303.47,145.55
60400,5.174,0.0883,8.59,105.65,307.14,75.93
60400,5.241,0.0856,9.94,140.23,281.06,52.69
60400,5.121,0.0519,24.57,216.16,164.78,97.85
60400,5.2,0.0245,17.41,142.66,158.88,162.58
60400,5.16,0.1119,11.48,254.95,113.82,100.63
60400,5.187,0.0822,30.76,346.75,54.37,67.61
60400,5.224,0.0350,31.73,173.52,214.38,82.25
60400,5.283,0.0570,19.47,320.98,74.52,59.27
60400,5.22,0.0975,15.48,231.49,206.50,38.54
60400,5.156,0.0628,8.62,274.11,118.00,88.85
60400,5.22,0.1141,13.66,116.06,242.50,125.33
60400,5.136,0.1060,18.97,286.90,125.81,58.42
